"ID","NONMOTOR","CAR1","CAR2","CAR3","VAN1","VAN2","VAN3","SUV1","SUV2","SUV3","PICKUP1","PICKUP2","PICKUP3","MOTOR","NCAR1","NCAR2","NCAR3","NVAN1","NVAN2","NVAN3","NSUV1","NSUV2","NSUV3","NPICKUP1","NPICKUP2","NPICKUP3"
159,101.790031170079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1163.06268899239,0,0,0,0,0,0,0,16220.7767493027,0,0,0,39276.1842269439,0,0,0,0,0,0,0,0,1,0,0,0,1
161,886.390447426904,20793.4387734089,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162,327.402901178679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1794.81122038851,0,21250.4504367952,14104.2752403881,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
164,553.36388101107,0,0,0,0,0,0,0,18063.6444140004,0,0,10492.2834428327,0,0,0,0,0,0,0,0,0,1,0,0,1,0
165,105.303398099583,0,543.544102486734,260.453491401539,0,0,0,0,0,0,119.793498248829,65.9055097633158,0,0,0,1,1,0,0,0,0,0,0,1,1,0
166,882.83975663763,0,0,0,0,0,0,0,0,0,0,33453.09934434,0,0,0,0,0,0,0,0,0,0,0,0,1,0
167,276.965201134277,0,0,0,0,0,0,0,0,0,0,0,5187.59653648771,0,0,0,0,0,0,0,0,0,0,0,0,1
168,286.846851626589,4075.55204579045,0,0,6952.38666489711,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
169,598.18309102978,0,0,0,0,0,0,9393.88287301903,0,0,0,0,0,4530.20927872661,0,0,0,0,0,0,1,0,0,0,0,0
170,592.787272014134,0,0,0,0,0,0,0,0,0,16071.0955657659,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
171,696.97901683231,0,0,0,0,54069.8431561498,0,0,0,0,0,34500.1423659937,0,0,0,0,0,0,1,0,0,0,0,0,1,0
172,560.834673180432,23558.1656117256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
173,236.676768841001,0,0,9352.70040997851,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
174,1085.9825755929,7092.1753111178,0,0,13220.5719630149,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
175,364.272326205758,5237.89360463489,5707.21191103238,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
176,707.468768292753,0,9157.43535494161,0,0,0,0,7453.51648042669,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
177,338.458060358785,12398.7109139982,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
178,1174.87417736221,0,49317.0680309263,0,0,0,0,0,23323.4901075863,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
179,1541.45638096872,0,0,11891.9059174298,0,0,0,0,0,0,16281.9508591397,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
180,463.26740868731,15464.0905185354,14880.9062427371,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
181,191.037786695208,0,0,0,0,5396.23175631749,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
182,694.977848495305,27267.7894854857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
183,495.369245028212,0,0,0,0,0,0,7951.01629215034,0,0,6056.87225896165,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
184,626.74080321692,0,0,0,0,0,0,4782.49581066717,0,0,0,3441.83455212007,0,0,0,0,0,0,0,0,1,0,0,0,2,0
185,232.699150122529,11337.2674717376,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186,99.1565275217191,169.697271175395,0,0,0,0,0,0,96.1462013028884,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
187,587.659993852073,0,0,0,0,0,0,28402.5620033296,17723.3783913432,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
188,361.359014341328,4685.27799337939,0,0,0,0,0,0,0,0,0,0,1284.91537316272,0,1,0,0,0,0,0,0,0,0,0,0,1
